episode,distance,duration_ticks,crashed,epsilon
870,6670.00,667,True,0.0673
871,2640.00,264,True,0.0673
872,20370.00,2037,True,0.0669
873,3490.00,349,True,0.0669
874,11630.00,1163,True,0.0667
875,5280.00,528,True,0.0666
876,1970.00,197,True,0.0666
877,2890.00,289,True,0.0665
878,3120.00,312,True,0.0665
879,8930.00,893,True,0.0663
880,19990.00,1999,True,0.0660
881,4210.00,421,True,0.0659
882,1830.00,183,True,0.0659
883,3890.00,389,True,0.0658
884,12960.00,1296,True,0.0656
885,10450.00,1045,True,0.0655
886,2560.00,256,True,0.0654
887,4270.00,427,True,0.0654
888,9880.00,988,True,0.0652
889,4360.00,436,True,0.0652
890,5980.00,598,True,0.0651
891,4650.00,465,True,0.0650
892,2550.00,255,True,0.0650
893,10310.00,1031,True,0.0648
894,6250.00,625,True,0.0647
895,3840.00,384,True,0.0647
896,3280.00,328,True,0.0646
897,4620.00,462,True,0.0645
898,1860.00,186,True,0.0645
899,6620.00,662,True,0.0644
900,3420.00,342,True,0.0644
901,3100.00,310,True,0.0643
902,2750.00,275,True,0.0643
903,6710.00,671,True,0.0642
904,2030.00,203,True,0.0642
905,10900.00,1090,True,0.0640
906,5040.00,504,True,0.0639
907,3630.00,363,True,0.0639
908,3960.00,396,True,0.0638
909,4470.00,447,True,0.0638
910,2370.00,237,True,0.0637
911,2720.00,272,True,0.0637
912,2940.00,294,True,0.0637
913,4320.00,432,True,0.0636
914,9050.00,905,True,0.0635
915,8300.00,830,True,0.0634
916,1970.00,197,True,0.0633
917,8330.00,833,True,0.0632
918,2470.00,247,True,0.0632
919,9520.00,952,True,0.0631
920,3590.00,359,True,0.0630
921,4000.00,400,True,0.0630
922,4580.00,458,True,0.0629
923,1730.00,173,True,0.0629
924,13210.00,1321,True,0.0627
925,1830.00,183,True,0.0627
926,4860.00,486,True,0.0626
927,3900.00,390,True,0.0626
928,1990.00,199,True,0.0626
929,6620.00,662,True,0.0625
930,1630.00,163,True,0.0625
931,3120.00,312,True,0.0624
932,3600.00,360,True,0.0624
933,5500.00,550,True,0.0623
934,2010.00,201,True,0.0623
935,2450.00,245,True,0.0623
936,2110.00,211,True,0.0622
937,2100.00,210,True,0.0622
938,1850.00,185,True,0.0622
939,3830.00,383,True,0.0621
940,4200.00,420,True,0.0621
941,5540.00,554,True,0.0620
942,9220.00,922,True,0.0619
943,5490.00,549,True,0.0618
944,2580.00,258,True,0.0618
945,4760.00,476,True,0.0618
946,5180.00,518,True,0.0617
947,3540.00,354,True,0.0617
948,20130.00,2013,True,0.0614
949,10400.00,1040,True,0.0613
950,4130.00,413,True,0.0613
951,4180.00,418,True,0.0612
952,7250.00,725,True,0.0611
953,3320.00,332,True,0.0611
954,2530.00,253,True,0.0611
955,2520.00,252,True,0.0610
956,4890.00,489,True,0.0610
957,5280.00,528,True,0.0609
958,2420.00,242,True,0.0609
959,2680.00,268,True,0.0609
960,6820.00,682,True,0.0608
961,11130.00,1113,True,0.0607
962,3720.00,372,True,0.0606
963,2370.00,237,True,0.0606
964,2340.00,234,True,0.0606
965,4590.00,459,True,0.0605
966,2150.00,215,True,0.0605
967,4550.00,455,True,0.0605
968,9520.00,952,True,0.0604
969,5570.00,557,True,0.0603
970,3490.00,349,True,0.0603
971,1960.00,196,True,0.0603
