episode,distance,duration_ticks,crashed,epsilon
130,6450.00,645,True,0.5652
131,3880.00,388,True,0.5632
132,2690.00,269,True,0.5618
133,2400.00,240,True,0.5606
134,6100.00,610,True,0.5575
135,3350.00,335,True,0.5558
136,10540.00,1054,True,0.5505
137,3890.00,389,True,0.5485
138,3660.00,366,True,0.5467
139,5670.00,567,True,0.5439
140,2570.00,257,True,0.5426
141,2870.00,287,True,0.5412
142,1840.00,184,True,0.5403
143,1880.00,188,True,0.5394
144,2610.00,261,True,0.5381
145,3930.00,393,True,0.5362
146,7690.00,769,True,0.5325
147,2800.00,280,True,0.5311
148,3760.00,376,True,0.5293
149,2000.00,200,True,0.5284
150,5060.00,506,True,0.5260
151,7710.00,771,True,0.5223
152,4700.00,470,True,0.5201
153,3210.00,321,True,0.5186
154,2800.00,280,True,0.5173
155,4780.00,478,True,0.5150
156,2250.00,225,True,0.5140
157,3760.00,376,True,0.5123
158,1570.00,157,True,0.5115
159,3940.00,394,True,0.5097
160,5180.00,518,True,0.5073
161,4280.00,428,True,0.5054
162,1900.00,190,True,0.5045
163,3720.00,372,True,0.5028
164,4330.00,433,True,0.5009
165,1620.00,162,True,0.5001
166,3690.00,369,True,0.4985
167,2790.00,279,True,0.4972
168,5110.00,511,True,0.4950
169,3670.00,367,True,0.4933
170,5170.00,517,True,0.4910
171,2320.00,232,True,0.4900
172,2740.00,274,True,0.4888
173,3480.00,348,True,0.4873
174,4170.00,417,True,0.4855
175,1880.00,188,True,0.4847
176,2160.00,216,True,0.4837
177,2860.00,286,True,0.4825
178,2010.00,201,True,0.4816
179,2470.00,247,True,0.4805
180,3100.00,310,True,0.4792
181,7260.00,726,True,0.4761
182,4540.00,454,True,0.4742
183,1730.00,173,True,0.4734
184,3090.00,309,True,0.4721
185,3900.00,390,True,0.4705
186,2920.00,292,True,0.4693
187,9720.00,972,True,0.4652
188,4940.00,494,True,0.4632
189,7990.00,799,True,0.4599
190,3770.00,377,True,0.4583
191,6140.00,614,True,0.4558
192,4850.00,485,True,0.4539
193,9520.00,952,True,0.4500
194,4520.00,452,True,0.4482
195,4760.00,476,True,0.4463
196,3310.00,331,True,0.4450
197,1920.00,192,True,0.4443
198,1890.00,189,True,0.4435
199,2050.00,205,True,0.4427
200,2050.00,205,True,0.4419
201,3390.00,339,True,0.4406
202,4860.00,486,True,0.4387
203,2380.00,238,True,0.4378
204,2870.00,287,True,0.4367
205,2330.00,233,True,0.4358
206,3320.00,332,True,0.4345
207,2360.00,236,True,0.4336
208,8990.00,899,True,0.4302
209,4050.00,405,True,0.4286
210,16190.00,1619,True,0.4225
211,2160.00,216,True,0.4217
212,5350.00,535,True,0.4197
213,3240.00,324,True,0.4186
214,3940.00,394,True,0.4171
215,4790.00,479,True,0.4154
216,6950.00,695,True,0.4128
217,2830.00,283,True,0.4118
218,3280.00,328,True,0.4106
219,3490.00,349,True,0.4094
220,5480.00,548,True,0.4074
221,4600.00,460,True,0.4057
222,2120.00,212,True,0.4050
223,4980.00,498,True,0.4032
224,1740.00,174,True,0.4026
225,4290.00,429,True,0.4011
226,6400.00,640,True,0.3989
227,4360.00,436,True,0.3974
228,6550.00,655,True,0.3951
229,11230.00,1123,True,0.3912
230,5030.00,503,True,0.3895
231,4050.00,405,True,0.3881
232,4570.00,457,True,0.3866
233,15230.00,1523,True,0.3815
234,8030.00,803,True,0.3789
235,1590.00,159,True,0.3783
236,4520.00,452,True,0.3769
237,3080.00,308,True,0.3759
238,3140.00,314,True,0.3748
239,4060.00,406,True,0.3735
240,3860.00,386,True,0.3723
241,3310.00,331,True,0.3712
242,3580.00,358,True,0.3701
243,3240.00,324,True,0.3690
244,1720.00,172,True,0.3685
245,8280.00,828,True,0.3658
246,2060.00,206,True,0.3652
247,2480.00,248,True,0.3644
248,4520.00,452,True,0.3630
249,3070.00,307,True,0.3620
250,4180.00,418,True,0.3607
251,5050.00,505,True,0.3592
252,3710.00,371,True,0.3580
253,8150.00,815,True,0.3555
254,2250.00,225,True,0.3548
255,2630.00,263,True,0.3540
256,3250.00,325,True,0.3531
257,2200.00,220,True,0.3524
258,5680.00,568,True,0.3507
259,2620.00,262,True,0.3499
260,4870.00,487,True,0.3484
261,1730.00,173,True,0.3479
262,5940.00,594,True,0.3462
263,4080.00,408,True,0.3449
264,2910.00,291,True,0.3441
265,5330.00,533,True,0.3425
266,6950.00,695,True,0.3405
267,3190.00,319,True,0.3396
268,3380.00,338,True,0.3386
269,6310.00,631,True,0.3368
270,3380.00,338,True,0.3358
271,4840.00,484,True,0.3344
272,2970.00,297,True,0.3336
273,1770.00,177,True,0.3331
274,2830.00,283,True,0.3323
275,3540.00,354,True,0.3313
276,6190.00,619,True,0.3296
277,2880.00,288,True,0.3288
278,4010.00,401,True,0.3276
279,4700.00,470,True,0.3263
280,8890.00,889,True,0.3239
281,1910.00,191,True,0.3234
282,3290.00,329,True,0.3225
283,3170.00,317,True,0.3216
284,5080.00,508,True,0.3202
285,4400.00,440,True,0.3190
286,3540.00,354,True,0.3181
287,5720.00,572,True,0.3166
288,1690.00,169,True,0.3161
289,2820.00,282,True,0.3154
290,3930.00,393,True,0.3143
291,3410.00,341,True,0.3134
292,3480.00,348,True,0.3125
293,3380.00,338,True,0.3116
294,4330.00,433,True,0.3105
295,3260.00,326,True,0.3096
296,2310.00,231,True,0.3090
297,2770.00,277,True,0.3083
298,6720.00,672,True,0.3066
299,3280.00,328,True,0.3058
300,6130.00,613,True,0.3042
301,6740.00,674,True,0.3025
302,6330.00,633,True,0.3009
303,4340.00,434,True,0.2998
304,6140.00,614,True,0.2983
305,5920.00,592,True,0.2968
306,19330.00,1933,True,0.2921
307,5790.00,579,True,0.2907
308,13410.00,1341,True,0.2875
309,3120.00,312,True,0.2867
310,4150.00,415,True,0.2858
311,3470.00,347,True,0.2849
312,2300.00,230,True,0.2844
313,1880.00,188,True,0.2840
314,2640.00,264,True,0.2834
315,2910.00,291,True,0.2827
316,7040.00,704,True,0.2810
317,1870.00,187,True,0.2806
318,4510.00,451,True,0.2796
319,8090.00,809,True,0.2777
320,5220.00,522,True,0.2765
321,7150.00,715,True,0.2749
322,3110.00,311,True,0.2742
323,1860.00,186,True,0.2738
324,5640.00,564,True,0.2725
325,2550.00,255,True,0.2720
326,3280.00,328,True,0.2713
327,4840.00,484,True,0.2702
328,2320.00,232,True,0.2697
329,1570.00,157,True,0.2693
330,9590.00,959,True,0.2672
331,6880.00,688,True,0.2657
332,7500.00,750,True,0.2641
333,2460.00,246,True,0.2636
334,8140.00,814,True,0.2619
335,2070.00,207,True,0.2614
336,1910.00,191,True,0.2610
337,1810.00,181,True,0.2607
338,5280.00,528,True,0.2595
339,3750.00,375,True,0.2588
340,4590.00,459,True,0.2578
341,3860.00,386,True,0.2570
342,3910.00,391,True,0.2562
343,8160.00,816,True,0.2545
344,6530.00,653,True,0.2532
345,3330.00,333,True,0.2525
346,2320.00,232,True,0.2520
347,3620.00,362,True,0.2513
348,1870.00,187,True,0.2509
349,3240.00,324,True,0.2503
350,3230.00,323,True,0.2496
351,3940.00,394,True,0.2489
352,2590.00,259,True,0.2483
353,3070.00,307,True,0.2477
354,3410.00,341,True,0.2471
355,4110.00,411,True,0.2463
356,3870.00,387,True,0.2455
357,4620.00,462,True,0.2446
358,6340.00,634,True,0.2434
359,2700.00,270,True,0.2428
360,1990.00,199,True,0.2425
361,7120.00,712,True,0.2411
362,5360.00,536,True,0.2401
363,4040.00,404,True,0.2393
364,8610.00,861,True,0.2377
365,5650.00,565,True,0.2366
366,2460.00,246,True,0.2362
367,10210.00,1021,True,0.2343
368,6440.00,644,True,0.2331
369,5170.00,517,True,0.2322
370,4650.00,465,True,0.2313
371,4170.00,417,True,0.2306
372,3800.00,380,True,0.2299
373,2730.00,273,True,0.2294
374,3850.00,385,True,0.2287
375,6910.00,691,True,0.2275
376,1810.00,181,True,0.2271
377,3340.00,334,True,0.2265
378,4260.00,426,True,0.2258
379,2540.00,254,True,0.2253
380,2230.00,223,True,0.2250
381,3940.00,394,True,0.2243
382,2440.00,244,True,0.2238
383,6750.00,675,True,0.2227
384,4870.00,487,True,0.2218
385,2130.00,213,True,0.2215
386,2760.00,276,True,0.2210
387,1990.00,199,True,0.2207
388,7460.00,746,True,0.2194
389,4190.00,419,True,0.2187
390,3680.00,368,True,0.2181
391,3020.00,302,True,0.2176
392,5220.00,522,True,0.2167
393,3380.00,338,True,0.2161
394,6160.00,616,True,0.2151
395,3350.00,335,True,0.2145
396,2990.00,299,True,0.2141
397,2060.00,206,True,0.2137
398,7070.00,707,True,0.2126
399,2740.00,274,True,0.2121
400,4180.00,418,True,0.2114
401,3780.00,378,True,0.2108
402,9070.00,907,True,0.2094
403,1810.00,181,True,0.2091
404,3490.00,349,True,0.2085
405,2500.00,250,True,0.2081
406,7340.00,734,True,0.2070
407,3060.00,306,True,0.2065
408,8880.00,888,True,0.2051
409,6060.00,606,True,0.2042
410,1610.00,161,True,0.2039
411,3000.00,300,True,0.2035
412,3010.00,301,True,0.2030
413,2160.00,216,True,0.2027
414,7530.00,753,True,0.2015
415,2380.00,238,True,0.2012
416,4070.00,407,True,0.2006
417,2250.00,225,True,0.2002
418,2240.00,224,True,0.1999
419,5940.00,594,True,0.1990
420,10810.00,1081,True,0.1974
421,2600.00,260,True,0.1970
422,5020.00,502,True,0.1963
423,1590.00,159,True,0.1961
424,3270.00,327,True,0.1956
425,6890.00,689,True,0.1946
426,10540.00,1054,True,0.1931
427,2280.00,228,True,0.1927
428,3610.00,361,True,0.1922
429,1570.00,157,True,0.1920
430,1910.00,191,True,0.1917
431,3770.00,377,True,0.1912
432,3200.00,320,True,0.1907
433,2030.00,203,True,0.1905
434,2410.00,241,True,0.1901
435,1940.00,194,True,0.1898
436,2820.00,282,True,0.1895
437,10590.00,1059,True,0.1880
438,2540.00,254,True,0.1876
439,2370.00,237,True,0.1873
440,7050.00,705,True,0.1863
441,6500.00,650,True,0.1855
442,1970.00,197,True,0.1852
443,6650.00,665,True,0.1843
444,2270.00,227,True,0.1840
445,9480.00,948,True,0.1827
446,2460.00,246,True,0.1824
447,2140.00,214,True,0.1821
448,4380.00,438,True,0.1815
449,5890.00,589,True,0.1808
450,2300.00,230,True,0.1805
451,2290.00,229,True,0.1802
452,2630.00,263,True,0.1798
453,3400.00,340,True,0.1794
454,4580.00,458,True,0.1788
455,2740.00,274,True,0.1784
456,9490.00,949,True,0.1772
457,4470.00,447,True,0.1767
458,2780.00,278,True,0.1763
459,6550.00,655,True,0.1755
460,5860.00,586,True,0.1748
461,9450.00,945,True,0.1736
462,4470.00,447,True,0.1730
463,1860.00,186,True,0.1728
464,1770.00,177,True,0.1726
465,4360.00,436,True,0.1721
466,3380.00,338,True,0.1716
467,4150.00,415,True,0.1711
468,2170.00,217,True,0.1709
469,1990.00,199,True,0.1706
470,10400.00,1040,True,0.1694
471,2960.00,296,True,0.1690
472,3060.00,306,True,0.1687
473,3980.00,398,True,0.1682
474,1920.00,192,True,0.1680
475,23640.00,2364,True,0.1652
476,7270.00,727,True,0.1644
477,2400.00,240,True,0.1641
478,6420.00,642,True,0.1634
479,6910.00,691,True,0.1626
480,4800.00,480,True,0.1621
481,3770.00,377,True,0.1616
482,3140.00,314,True,0.1613
483,4090.00,409,True,0.1608
484,1770.00,177,True,0.1606
485,4920.00,492,True,0.1601
486,6220.00,622,True,0.1594
487,5750.00,575,True,0.1588
488,6810.00,681,True,0.1580
489,7810.00,781,True,0.1572
490,3690.00,369,True,0.1568
491,1960.00,196,True,0.1566
492,1880.00,188,True,0.1564
493,5480.00,548,True,0.1558
494,2500.00,250,True,0.1556
495,1970.00,197,True,0.1553
496,2430.00,243,True,0.1551
497,3470.00,347,True,0.1547
498,3940.00,394,True,0.1543
499,2890.00,289,True,0.1540
500,3340.00,334,True,0.1537
501,4030.00,403,True,0.1532
502,2290.00,229,True,0.1530
503,5540.00,554,True,0.1524
504,8170.00,817,True,0.1516
505,3070.00,307,True,0.1513
506,1920.00,192,True,0.1511
507,2670.00,267,True,0.1508
508,6570.00,657,True,0.1502
509,7700.00,770,True,0.1494
510,3380.00,338,True,0.1491
511,3130.00,313,True,0.1488
512,2120.00,212,True,0.1486
513,7750.00,775,True,0.1478
514,1760.00,176,True,0.1476
515,2380.00,238,True,0.1474
516,5480.00,548,True,0.1469
517,10120.00,1012,True,0.1459
518,6010.00,601,True,0.1453
519,2890.00,289,True,0.1450
520,6330.00,633,True,0.1444
521,2980.00,298,True,0.1441
522,3470.00,347,True,0.1438
523,3820.00,382,True,0.1435
524,5940.00,594,True,0.1429
525,4480.00,448,True,0.1425
526,6410.00,641,True,0.1419
527,4390.00,439,True,0.1415
528,2030.00,203,True,0.1413
529,1740.00,174,True,0.1412
530,3460.00,346,True,0.1408
531,3210.00,321,True,0.1406
532,1950.00,195,True,0.1404
533,14080.00,1408,True,0.1391
534,4200.00,420,True,0.1387
535,3920.00,392,True,0.1384
536,5760.00,576,True,0.1379
537,4290.00,429,True,0.1375
538,4240.00,424,True,0.1371
539,6040.00,604,True,0.1366
540,2550.00,255,True,0.1364
541,3270.00,327,True,0.1361
542,3610.00,361,True,0.1358
543,15690.00,1569,True,0.1345
544,11730.00,1173,True,0.1335
545,2300.00,230,True,0.1333
546,11480.00,1148,True,0.1323
547,2530.00,253,True,0.1321
548,1890.00,189,True,0.1320
549,10570.00,1057,True,0.1311
550,7360.00,736,True,0.1305
551,3750.00,375,True,0.1302
552,1850.00,185,True,0.1301
553,5530.00,553,True,0.1296
554,4260.00,426,True,0.1293
555,2520.00,252,True,0.1291
556,7310.00,731,True,0.1285
557,5530.00,553,True,0.1281
558,6630.00,663,True,0.1276
559,9040.00,904,True,0.1269
560,4420.00,442,True,0.1265
561,1410.00,141,True,0.1264
562,1820.00,182,True,0.1263
563,2470.00,247,True,0.1261
564,15640.00,1564,True,0.1249
565,2050.00,205,True,0.1248
566,5280.00,528,True,0.1244
567,5500.00,550,True,0.1240
568,3310.00,331,True,0.1237
569,2210.00,221,True,0.1235
570,4060.00,406,True,0.1232
571,2350.00,235,True,0.1231
572,12680.00,1268,True,0.1222
573,6190.00,619,True,0.1217
574,4380.00,438,True,0.1214
575,5100.00,510,True,0.1210
576,2170.00,217,True,0.1209
577,5350.00,535,True,0.1205
578,1740.00,174,True,0.1204
579,2330.00,233,True,0.1202
580,2850.00,285,True,0.1200
581,4450.00,445,True,0.1197
582,3700.00,370,True,0.1194
583,4550.00,455,True,0.1191
584,3140.00,314,True,0.1189
585,4620.00,462,True,0.1186
586,13440.00,1344,True,0.1177
587,2200.00,220,True,0.1175
588,9190.00,919,True,0.1169
589,4410.00,441,True,0.1166
590,3110.00,311,True,0.1164
591,4070.00,407,True,0.1161
592,8120.00,812,True,0.1156
593,1770.00,177,True,0.1155
594,1660.00,166,True,0.1154
595,4540.00,454,True,0.1151
596,2160.00,216,True,0.1149
597,5770.00,577,True,0.1146
598,1980.00,198,True,0.1144
599,3590.00,359,True,0.1142
600,3050.00,305,True,0.1140
601,2850.00,285,True,0.1138
602,1880.00,188,True,0.1137
603,3240.00,324,True,0.1135
604,4060.00,406,True,0.1133
605,6260.00,626,True,0.1129
606,2970.00,297,True,0.1127
607,3040.00,304,True,0.1125
608,2030.00,203,True,0.1124
609,6120.00,612,True,0.1120
610,2130.00,213,True,0.1118
611,4670.00,467,True,0.1116
612,4610.00,461,True,0.1113
613,7390.00,739,True,0.1108
614,3130.00,313,True,0.1106
615,4050.00,405,True,0.1104
616,2270.00,227,True,0.1103
617,2690.00,269,True,0.1101
618,4660.00,466,True,0.1098
619,4850.00,485,True,0.1095
620,2370.00,237,True,0.1094
621,3520.00,352,True,0.1092
622,3600.00,360,True,0.1090
623,2280.00,228,True,0.1088
624,2620.00,262,True,0.1087
625,2220.00,222,True,0.1085
626,3050.00,305,True,0.1084
627,11990.00,1199,True,0.1077
628,4930.00,493,True,0.1074
629,3370.00,337,True,0.1072
630,6750.00,675,True,0.1068
631,4500.00,450,True,0.1065
632,4060.00,406,True,0.1063
633,5890.00,589,True,0.1060
634,2030.00,203,True,0.1059
635,6420.00,642,True,0.1055
636,3100.00,310,True,0.1053
637,5370.00,537,True,0.1050
638,6050.00,605,True,0.1047
639,3480.00,348,True,0.1045
640,3790.00,379,True,0.1043
641,3770.00,377,True,0.1041
642,2830.00,283,True,0.1040
643,7650.00,765,True,0.1036
644,7420.00,742,True,0.1032
645,9450.00,945,True,0.1027
646,6830.00,683,True,0.1023
647,3830.00,383,True,0.1021
648,5590.00,559,True,0.1018
649,5680.00,568,True,0.1015
650,4810.00,481,True,0.1013
651,3950.00,395,True,0.1011
652,3480.00,348,True,0.1009
653,7620.00,762,True,0.1005
654,1870.00,187,True,0.1004
655,6360.00,636,True,0.1001
656,9160.00,916,True,0.0996
657,12360.00,1236,True,0.0990
658,5230.00,523,True,0.0988
659,3890.00,389,True,0.0986
660,3930.00,393,True,0.0984
661,5450.00,545,True,0.0981
662,2510.00,251,True,0.0980
663,3380.00,338,True,0.0978
664,3280.00,328,True,0.0977
665,2720.00,272,True,0.0976
666,3520.00,352,True,0.0974
667,5060.00,506,True,0.0971
668,3370.00,337,True,0.0970
669,5520.00,552,True,0.0967
670,1860.00,186,True,0.0966
671,3590.00,359,True,0.0965
672,3320.00,332,True,0.0963
673,1890.00,189,True,0.0962
674,3690.00,369,True,0.0961
675,1600.00,160,True,0.0960
676,2750.00,275,True,0.0959
677,4810.00,481,True,0.0956
678,4070.00,407,True,0.0955
679,8010.00,801,True,0.0951
680,9200.00,920,True,0.0947
681,7000.00,700,True,0.0944
682,8460.00,846,True,0.0940
683,1970.00,197,True,0.0939
684,3760.00,376,True,0.0937
685,3460.00,346,True,0.0936
686,1760.00,176,True,0.0935
687,4910.00,491,True,0.0933
688,7440.00,744,True,0.0930
689,10610.00,1061,True,0.0925
690,3200.00,320,True,0.0924
691,11990.00,1199,True,0.0919
692,5590.00,559,True,0.0917
693,3430.00,343,True,0.0915
694,9680.00,968,True,0.0911
695,4450.00,445,True,0.0909
696,8150.00,815,True,0.0906
697,8460.00,846,True,0.0903
698,6150.00,615,True,0.0900
699,5220.00,522,True,0.0898
700,3360.00,336,True,0.0897
701,4770.00,477,True,0.0895
702,2850.00,285,True,0.0894
703,2050.00,205,True,0.0893
704,2710.00,271,True,0.0892
705,1880.00,188,True,0.0891
706,2350.00,235,True,0.0890
707,9370.00,937,True,0.0887
708,4970.00,497,True,0.0885
709,4750.00,475,True,0.0883
710,5740.00,574,True,0.0881
711,13610.00,1361,True,0.0875
712,6130.00,613,True,0.0873
713,2610.00,261,True,0.0872
714,5530.00,553,True,0.0870
715,5380.00,538,True,0.0868
716,6570.00,657,True,0.0866
717,4670.00,467,True,0.0864
718,3420.00,342,True,0.0863
719,3140.00,314,True,0.0862
720,5660.00,566,True,0.0860
721,4520.00,452,True,0.0858
722,9820.00,982,True,0.0854
723,3380.00,338,True,0.0853
724,4510.00,451,True,0.0852
725,3240.00,324,True,0.0851
726,6680.00,668,True,0.0848
727,2790.00,279,True,0.0847
728,3280.00,328,True,0.0846
729,5870.00,587,True,0.0844
730,1780.00,178,True,0.0843
731,3720.00,372,True,0.0842
732,3000.00,300,True,0.0841
733,3350.00,335,True,0.0840
734,1720.00,172,True,0.0839
735,4230.00,423,True,0.0838
736,8820.00,882,True,0.0835
737,5980.00,598,True,0.0833
738,1830.00,183,True,0.0832
739,3070.00,307,True,0.0831
740,14950.00,1495,True,0.0827
741,4240.00,424,True,0.0825
742,9150.00,915,True,0.0822
743,4110.00,411,True,0.0821
744,2320.00,232,True,0.0820
745,2280.00,228,True,0.0819
746,3230.00,323,True,0.0818
747,6800.00,680,True,0.0816
748,4170.00,417,True,0.0815
749,3710.00,371,True,0.0814
750,12540.00,1254,True,0.0810
751,2890.00,289,True,0.0809
752,1990.00,199,True,0.0808
753,3170.00,317,True,0.0807
754,6760.00,676,True,0.0805
755,13790.00,1379,True,0.0801
756,6590.00,659,True,0.0799
757,5310.00,531,True,0.0797
758,4730.00,473,True,0.0796
759,1760.00,176,True,0.0796
760,2520.00,252,True,0.0795
761,9220.00,922,True,0.0792
762,10570.00,1057,True,0.0789
763,3020.00,302,True,0.0788
764,2250.00,225,True,0.0788
765,3500.00,350,True,0.0787
766,7740.00,774,True,0.0784
767,2220.00,222,True,0.0784
768,3250.00,325,True,0.0783
769,4920.00,492,True,0.0781
770,2200.00,220,True,0.0781
771,11420.00,1142,True,0.0778
772,2820.00,282,True,0.0777
773,2980.00,298,True,0.0776
774,7340.00,734,True,0.0774
775,7420.00,742,True,0.0772
776,2860.00,286,True,0.0771
777,2170.00,217,True,0.0771
778,2880.00,288,True,0.0770
779,9320.00,932,True,0.0767
780,2550.00,255,True,0.0767
781,9670.00,967,True,0.0764
782,6760.00,676,True,0.0762
783,4080.00,408,True,0.0761
784,7240.00,724,True,0.0759
785,6550.00,655,True,0.0758
786,4330.00,433,True,0.0756
787,5730.00,573,True,0.0755
788,2500.00,250,True,0.0754
789,2750.00,275,True,0.0754
790,3300.00,330,True,0.0753
791,2760.00,276,True,0.0752
792,6030.00,603,True,0.0751
793,3010.00,301,True,0.0750
794,4410.00,441,True,0.0749
795,5410.00,541,True,0.0747
796,1780.00,178,True,0.0747
797,12150.00,1215,True,0.0744
798,1940.00,194,True,0.0744
799,3040.00,304,True,0.0743
800,2310.00,231,True,0.0742
801,3400.00,340,True,0.0741
802,6020.00,602,True,0.0740
803,2160.00,216,True,0.0739
804,7070.00,707,True,0.0738
805,10080.00,1008,True,0.0735
806,4860.00,486,True,0.0734
807,1900.00,190,True,0.0734
808,5140.00,514,True,0.0733
809,20230.00,2023,True,0.0728
810,3910.00,391,True,0.0727
811,3510.00,351,True,0.0726
812,5010.00,501,True,0.0725
813,3220.00,322,True,0.0724
814,2450.00,245,True,0.0724
815,3350.00,335,True,0.0723
816,6880.00,688,True,0.0722
817,2440.00,244,True,0.0721
818,4650.00,465,True,0.0720
819,2350.00,235,True,0.0719
820,6820.00,682,True,0.0718
821,2880.00,288,True,0.0717
822,4280.00,428,True,0.0716
823,5220.00,522,True,0.0715
824,8040.00,804,True,0.0714
825,4470.00,447,True,0.0713
826,7080.00,708,True,0.0711
827,1890.00,189,True,0.0711
828,1820.00,182,True,0.0710
829,1880.00,188,True,0.0710
830,2690.00,269,True,0.0709
831,4560.00,456,True,0.0708
832,2360.00,236,True,0.0708
833,23450.00,2345,True,0.0703
834,3390.00,339,True,0.0702
835,8960.00,896,True,0.0701
836,5300.00,530,True,0.0700
837,3860.00,386,True,0.0699
838,5060.00,506,True,0.0698
839,12580.00,1258,True,0.0695
840,2630.00,263,True,0.0695
841,1780.00,178,True,0.0694
842,1790.00,179,True,0.0694
843,2350.00,235,True,0.0694
844,3710.00,371,True,0.0693
845,3170.00,317,True,0.0692
846,2840.00,284,True,0.0692
847,8560.00,856,True,0.0690
848,3680.00,368,True,0.0689
849,1850.00,185,True,0.0689
850,5280.00,528,True,0.0688
851,1850.00,185,True,0.0688
852,6790.00,679,True,0.0687
853,3130.00,313,True,0.0686
854,4510.00,451,True,0.0685
855,3440.00,344,True,0.0684
856,5840.00,584,True,0.0683
857,3290.00,329,True,0.0683
858,4170.00,417,True,0.0682
859,2560.00,256,True,0.0682
860,3030.00,303,True,0.0681
861,3400.00,340,True,0.0680
862,7060.00,706,True,0.0679
863,1720.00,172,True,0.0679
864,4610.00,461,True,0.0678
865,8640.00,864,True,0.0676
866,2320.00,232,True,0.0676
867,2210.00,221,True,0.0676
868,1900.00,190,True,0.0675
869,4150.00,415,True,0.0675
