episode,distance,duration_ticks,crashed,epsilon
1855,2060.00,206,True,0.5659
1856,4510.00,451,True,0.5657
1857,2600.00,260,True,0.5656
1858,1430.00,143,True,0.5656
1859,3800.00,380,True,0.5655
1860,3690.00,369,True,0.5653
1861,2050.00,205,True,0.5653
1862,3490.00,349,True,0.5651
1863,6880.00,688,True,0.5649
1864,12330.00,1233,True,0.5645
1865,2740.00,274,True,0.5644
1866,3160.00,316,True,0.5643
1867,2190.00,219,True,0.5642
1868,5880.00,588,True,0.5640
1869,3960.00,396,True,0.5639
1870,2110.00,211,True,0.5638
1871,2150.00,215,True,0.5637
1872,3780.00,378,True,0.5636
1873,2560.00,256,True,0.5635
1874,3810.00,381,True,0.5634
1875,2390.00,239,True,0.5633
1876,2270.00,227,True,0.5632
1877,3980.00,398,True,0.5631
1878,3860.00,386,True,0.5629
1879,1810.00,181,True,0.5629
1880,3080.00,308,True,0.5628
1881,3390.00,339,True,0.5627
1882,2150.00,215,True,0.5626
1883,5100.00,510,True,0.5624
1884,1700.00,170,True,0.5624
1885,2170.00,217,True,0.5623
1886,3780.00,378,True,0.5622
1887,6480.00,648,True,0.5619
1888,2520.00,252,True,0.5618
1889,4800.00,480,True,0.5617
1890,3630.00,363,True,0.5616
1891,5730.00,573,True,0.5614
1892,2160.00,216,True,0.5613
1893,1990.00,199,True,0.5612
1894,6460.00,646,True,0.5610
1895,1720.00,172,True,0.5609
1896,1830.00,183,True,0.5609
1897,3930.00,393,True,0.5607
1898,4020.00,402,True,0.5606
1899,1770.00,177,True,0.5605
1900,4930.00,493,True,0.5604
1901,3670.00,367,True,0.5603
1902,4950.00,495,True,0.5601
1903,4960.00,496,True,0.5599
1904,2090.00,209,True,0.5598
1905,4340.00,434,True,0.5597
1906,4550.00,455,True,0.5595
1907,2050.00,205,True,0.5595
1908,3360.00,336,True,0.5594
1909,6110.00,611,True,0.5592
1910,3800.00,380,True,0.5590
1911,2350.00,235,True,0.5589
1912,9900.00,990,True,0.5586
1913,8020.00,802,True,0.5583
1914,16740.00,1674,True,0.5578
1915,8870.00,887,True,0.5575
1916,5250.00,525,True,0.5573
1917,3060.00,306,True,0.5572
1918,3380.00,338,True,0.5571
1919,2380.00,238,True,0.5570
1920,2120.00,212,True,0.5569
1921,6630.00,663,True,0.5567
1922,5790.00,579,True,0.5565
1923,2520.00,252,True,0.5564
1924,3670.00,367,True,0.5563
1925,3970.00,397,True,0.5562
1926,3210.00,321,True,0.5561
1927,1940.00,194,True,0.5560
1928,6690.00,669,True,0.5558
1929,9590.00,959,True,0.5554
1930,1860.00,186,True,0.5554
1931,2710.00,271,True,0.5553
1932,2880.00,288,True,0.5552
1933,1890.00,189,True,0.5551
1934,2130.00,213,True,0.5551
1935,2590.00,259,True,0.5550
1936,3080.00,308,True,0.5549
1937,8640.00,864,True,0.5546
1938,8420.00,842,True,0.5543
1939,5640.00,564,True,0.5541
1940,4780.00,478,True,0.5539
1941,1810.00,181,True,0.5539
1942,4800.00,480,True,0.5537
1943,1800.00,180,True,0.5537
1944,2990.00,299,True,0.5536
1945,2030.00,203,True,0.5535
1946,9990.00,999,True,0.5532
1947,4110.00,411,True,0.5530
1948,8010.00,801,True,0.5527
1949,3660.00,366,True,0.5526
1950,2190.00,219,True,0.5525
1951,5610.00,561,True,0.5524
1952,5740.00,574,True,0.5522
1953,6410.00,641,True,0.5520
1954,1820.00,182,True,0.5519
1955,3060.00,306,True,0.5518
1956,3700.00,370,True,0.5517
1957,5490.00,549,True,0.5515
1958,2280.00,228,True,0.5514
1959,2660.00,266,True,0.5513
1960,2400.00,240,True,0.5512
1961,5720.00,572,True,0.5510
1962,4910.00,491,True,0.5509
1963,1990.00,199,True,0.5508
1964,3910.00,391,True,0.5507
1965,3680.00,368,True,0.5506
1966,4280.00,428,True,0.5504
1967,10710.00,1071,True,0.5501
1968,4080.00,408,True,0.5499
1969,6510.00,651,True,0.5497
1970,5370.00,537,True,0.5495
1971,2250.00,225,True,0.5495
1972,2230.00,223,True,0.5494
1973,4940.00,494,True,0.5492
1974,3960.00,396,True,0.5491
1975,5690.00,569,True,0.5489
1976,6420.00,642,True,0.5487
1977,2190.00,219,True,0.5486
1978,2480.00,248,True,0.5485
1979,2750.00,275,True,0.5484
1980,2210.00,221,True,0.5484
1981,3880.00,388,True,0.5482
1982,3500.00,350,True,0.5481
1983,4580.00,458,True,0.5480
1984,4410.00,441,True,0.5478
1985,3910.00,391,True,0.5477
1986,10630.00,1063,True,0.5473
1987,8180.00,818,True,0.5471
1988,2050.00,205,True,0.5470
1989,2290.00,229,True,0.5469
1990,4240.00,424,True,0.5468
1991,3440.00,344,True,0.5467
1992,2320.00,232,True,0.5466
1993,1820.00,182,True,0.5465
1994,3240.00,324,True,0.5464
1995,1910.00,191,True,0.5464
1996,3140.00,314,True,0.5463
1997,3480.00,348,True,0.5461
1998,2970.00,297,True,0.5460
1999,2660.00,266,True,0.5460
2000,3360.00,336,True,0.5458
2001,3970.00,397,True,0.5457
2002,6080.00,608,True,0.5455
2003,5300.00,530,True,0.5453
2004,3670.00,367,True,0.5452
2005,2090.00,209,True,0.5451
2006,3660.00,366,True,0.5450
2007,2600.00,260,True,0.5449
2008,1730.00,173,True,0.5449
2009,5200.00,520,True,0.5447
2010,6940.00,694,True,0.5445
2011,2310.00,231,True,0.5444
2012,6110.00,611,True,0.5442
2013,3060.00,306,True,0.5441
2014,15090.00,1509,True,0.5436
2015,4910.00,491,True,0.5434
2016,3750.00,375,True,0.5433
2017,2800.00,280,True,0.5432
2018,2840.00,284,True,0.5431
2019,3190.00,319,True,0.5430
2020,3760.00,376,True,0.5429
2021,4370.00,437,True,0.5428
2022,1860.00,186,True,0.5427
2023,3170.00,317,True,0.5426
2024,1730.00,173,True,0.5425
2025,3340.00,334,True,0.5424
2026,3130.00,313,True,0.5423
2027,4010.00,401,True,0.5422
2028,3850.00,385,True,0.5421
2029,3630.00,363,True,0.5420
2030,4300.00,430,True,0.5418
2031,2700.00,270,True,0.5417
2032,5160.00,516,True,0.5416
2033,12120.00,1212,True,0.5412
2034,3050.00,305,True,0.5411
2035,3470.00,347,True,0.5409
2036,1770.00,177,True,0.5409
2037,4440.00,444,True,0.5407
2038,4100.00,410,True,0.5406
2039,4870.00,487,True,0.5404
2040,3550.00,355,True,0.5403
2041,4450.00,445,True,0.5402
2042,3060.00,306,True,0.5401
2043,2420.00,242,True,0.5400
2044,4760.00,476,True,0.5399
2045,2850.00,285,True,0.5398
2046,7180.00,718,True,0.5395
2047,6300.00,630,True,0.5393
2048,6470.00,647,True,0.5391
2049,4780.00,478,True,0.5390
2050,4290.00,429,True,0.5388
2051,5170.00,517,True,0.5386
2052,1900.00,190,True,0.5386
2053,10630.00,1063,True,0.5382
2054,3400.00,340,True,0.5381
2055,2200.00,220,True,0.5381
2056,5600.00,560,True,0.5379
2057,4090.00,409,True,0.5377
2058,3990.00,399,True,0.5376
2059,2150.00,215,True,0.5375
2060,4110.00,411,True,0.5374
2061,5220.00,522,True,0.5372
2062,2630.00,263,True,0.5371
2063,2810.00,281,True,0.5371
2064,4640.00,464,True,0.5369
2065,4510.00,451,True,0.5368
2066,3000.00,300,True,0.5367
2067,4270.00,427,True,0.5365
2068,5010.00,501,True,0.5364
2069,6770.00,677,True,0.5361
2070,7260.00,726,True,0.5359
2071,4430.00,443,True,0.5358
2072,5310.00,531,True,0.5356
2073,1600.00,160,True,0.5355
2074,1900.00,190,True,0.5355
2075,9840.00,984,True,0.5352
2076,2460.00,246,True,0.5351
2077,5930.00,593,True,0.5349
2078,1620.00,162,True,0.5348
2079,3480.00,348,True,0.5347
2080,4770.00,477,True,0.5346
2081,2450.00,245,True,0.5345
2082,3540.00,354,True,0.5344
2083,6560.00,656,True,0.5342
2084,2980.00,298,True,0.5341
2085,4240.00,424,True,0.5339
2086,1780.00,178,True,0.5339
2087,2420.00,242,True,0.5338
2088,12410.00,1241,True,0.5334
2089,2880.00,288,True,0.5333
2090,4410.00,441,True,0.5332
2091,1730.00,173,True,0.5331
2092,3370.00,337,True,0.5330
2093,2890.00,289,True,0.5329
2094,3780.00,378,True,0.5328
2095,3160.00,316,True,0.5327
2096,10840.00,1084,True,0.5323
2097,3400.00,340,True,0.5322
2098,3190.00,319,True,0.5321
2099,2940.00,294,True,0.5320
2100,12830.00,1283,True,0.5316
2101,1920.00,192,True,0.5316
2102,3000.00,300,True,0.5315
2103,3580.00,358,True,0.5313
2104,1660.00,166,True,0.5313
2105,5220.00,522,True,0.5311
2106,3340.00,334,True,0.5310
2107,3460.00,346,True,0.5309
2108,4810.00,481,True,0.5307
2109,4730.00,473,True,0.5306
2110,3420.00,342,True,0.5305
2111,6870.00,687,True,0.5303
2112,4770.00,477,True,0.5301
2113,4350.00,435,True,0.5300
2114,6380.00,638,True,0.5298
2115,11750.00,1175,True,0.5294
2116,1880.00,188,True,0.5293
2117,4010.00,401,True,0.5292
2118,2290.00,229,True,0.5291
2119,2240.00,224,True,0.5291
2120,3210.00,321,True,0.5290
2121,3160.00,316,True,0.5289
2122,2400.00,240,True,0.5288
2123,6140.00,614,True,0.5286
2124,2720.00,272,True,0.5285
2125,3730.00,373,True,0.5284
2126,3570.00,357,True,0.5283
2127,4520.00,452,True,0.5281
2128,3250.00,325,True,0.5280
2129,3750.00,375,True,0.5279
2130,3960.00,396,True,0.5278
2131,8040.00,804,True,0.5275
2132,2440.00,244,True,0.5274
2133,5240.00,524,True,0.5273
2134,4870.00,487,True,0.5271
2135,2410.00,241,True,0.5270
2136,4810.00,481,True,0.5269
2137,5510.00,551,True,0.5267
2138,1800.00,180,True,0.5267
2139,3060.00,306,True,0.5266
2140,7340.00,734,True,0.5263
2141,3800.00,380,True,0.5262
2142,3610.00,361,True,0.5261
2143,4810.00,481,True,0.5259
2144,11990.00,1199,True,0.5256
2145,2160.00,216,True,0.5255
2146,6410.00,641,True,0.5253
2147,8710.00,871,True,0.5250
2148,4760.00,476,True,0.5249
2149,9830.00,983,True,0.5245
2150,4220.00,422,True,0.5244
2151,3570.00,357,True,0.5243
2152,6400.00,640,True,0.5241
2153,5630.00,563,True,0.5239
2154,2280.00,228,True,0.5239
2155,3260.00,326,True,0.5237
2156,3530.00,353,True,0.5236
2157,3670.00,367,True,0.5235
2158,5030.00,503,True,0.5234
2159,1760.00,176,True,0.5233
2160,7620.00,762,True,0.5231
2161,7140.00,714,True,0.5228
2162,2300.00,230,True,0.5228
2163,2660.00,266,True,0.5227
2164,4230.00,423,True,0.5226
2165,5200.00,520,True,0.5224
2166,2740.00,274,True,0.5223
2167,2790.00,279,True,0.5222
2168,10470.00,1047,True,0.5219
2169,3510.00,351,True,0.5218
2170,6730.00,673,True,0.5216
2171,3020.00,302,True,0.5215
2172,3220.00,322,True,0.5214
2173,2580.00,258,True,0.5213
2174,6030.00,603,True,0.5211
2175,7330.00,733,True,0.5209
2176,3570.00,357,True,0.5208
2177,3580.00,358,True,0.5206
2178,2000.00,200,True,0.5206
2179,3430.00,343,True,0.5205
2180,2500.00,250,True,0.5204
2181,3720.00,372,True,0.5203
2182,2600.00,260,True,0.5202
2183,5180.00,518,True,0.5200
2184,2120.00,212,True,0.5200
2185,3520.00,352,True,0.5199
2186,6510.00,651,True,0.5196
2187,2880.00,288,True,0.5196
2188,5870.00,587,True,0.5194
2189,9920.00,992,True,0.5191
2190,3130.00,313,True,0.5190
2191,9010.00,901,True,0.5187
2192,1930.00,193,True,0.5186
2193,5360.00,536,True,0.5185
2194,4820.00,482,True,0.5183
2195,5160.00,516,True,0.5181
2196,3440.00,344,True,0.5180
2197,3550.00,355,True,0.5179
2198,3380.00,338,True,0.5178
2199,5690.00,569,True,0.5176
2200,6670.00,667,True,0.5174
2201,3840.00,384,True,0.5173
2202,12340.00,1234,True,0.5169
2203,15270.00,1527,True,0.5165
2204,4750.00,475,True,0.5163
2205,4360.00,436,True,0.5162
2206,8230.00,823,True,0.5159
2207,3680.00,368,True,0.5158
2208,3980.00,398,True,0.5157
2209,3600.00,360,True,0.5156
2210,12010.00,1201,True,0.5152
2211,1720.00,172,True,0.5151
2212,4560.00,456,True,0.5150
2213,4180.00,418,True,0.5149
2214,2200.00,220,True,0.5148
2215,7440.00,744,True,0.5146
2216,8680.00,868,True,0.5143
2217,3320.00,332,True,0.5142
2218,4570.00,457,True,0.5141
2219,7120.00,712,True,0.5138
2220,3160.00,316,True,0.5137
2221,1830.00,183,True,0.5137
2222,2660.00,266,True,0.5136
2223,5630.00,563,True,0.5134
2224,2170.00,217,True,0.5134
2225,2000.00,200,True,0.5133
2226,6050.00,605,True,0.5131
2227,6500.00,650,True,0.5129
2228,2930.00,293,True,0.5128
2229,3120.00,312,True,0.5127
2230,6690.00,669,True,0.5125
2231,1660.00,166,True,0.5125
2232,5600.00,560,True,0.5123
2233,3770.00,377,True,0.5122
2234,7360.00,736,True,0.5120
2235,2920.00,292,True,0.5119
2236,6140.00,614,True,0.5117
2237,14140.00,1414,True,0.5112
2238,3420.00,342,True,0.5111
2239,4220.00,422,True,0.5110
2240,3260.00,326,True,0.5109
2241,1830.00,183,True,0.5109
2242,4600.00,460,True,0.5107
2243,8500.00,850,True,0.5104
2244,1860.00,186,True,0.5104
2245,2000.00,200,True,0.5103
2246,2610.00,261,True,0.5102
2247,2230.00,223,True,0.5102
2248,3460.00,346,True,0.5101
2249,1890.00,189,True,0.5100
2250,4360.00,436,True,0.5099
2251,4200.00,420,True,0.5098
2252,2650.00,265,True,0.5097
2253,3030.00,303,True,0.5096
2254,5970.00,597,True,0.5094
2255,4140.00,414,True,0.5093
2256,4890.00,489,True,0.5091
2257,2120.00,212,True,0.5091
2258,5580.00,558,True,0.5089
2259,3590.00,359,True,0.5088
2260,2540.00,254,True,0.5087
2261,2200.00,220,True,0.5086
2262,1630.00,163,True,0.5086
2263,1970.00,197,True,0.5085
2264,3410.00,341,True,0.5084
2265,1990.00,199,True,0.5084
2266,6730.00,673,True,0.5081
2267,4320.00,432,True,0.5080
2268,2060.00,206,True,0.5080
2269,3390.00,339,True,0.5079
2270,2250.00,225,True,0.5078
2271,8170.00,817,True,0.5075
2272,4560.00,456,True,0.5074
2273,1920.00,192,True,0.5073
2274,8090.00,809,True,0.5071
2275,2180.00,218,True,0.5070
2276,5200.00,520,True,0.5069
2277,4550.00,455,True,0.5067
2278,4720.00,472,True,0.5066
2279,3240.00,324,True,0.5065
2280,9940.00,994,True,0.5062
2281,4590.00,459,True,0.5060
2282,5640.00,564,True,0.5059
2283,3860.00,386,True,0.5058
2284,12810.00,1281,True,0.5054
2285,9630.00,963,True,0.5051
2286,2090.00,209,True,0.5050
2287,2350.00,235,True,0.5049
2288,4010.00,401,True,0.5048
2289,1700.00,170,True,0.5048
2290,3540.00,354,True,0.5047
2291,3640.00,364,True,0.5045
2292,6680.00,668,True,0.5043
2293,1540.00,154,True,0.5043
2294,2630.00,263,True,0.5042
2295,4600.00,460,True,0.5041
2296,1960.00,196,True,0.5040
2297,3980.00,398,True,0.5039
2298,12330.00,1233,True,0.5035
2299,3580.00,358,True,0.5034
2300,2590.00,259,True,0.5033
2301,3660.00,366,True,0.5032
2302,4840.00,484,True,0.5031
2303,2640.00,264,True,0.5030
2304,3470.00,347,True,0.5029
2305,1920.00,192,True,0.5028
2306,2070.00,207,True,0.5028
2307,3960.00,396,True,0.5027
2308,3360.00,336,True,0.5026
2309,3610.00,361,True,0.5024
2310,3700.00,370,True,0.5023
2311,6080.00,608,True,0.5022
2312,4450.00,445,True,0.5020
2313,2510.00,251,True,0.5019
2314,1800.00,180,True,0.5019
2315,2630.00,263,True,0.5018
2316,1760.00,176,True,0.5018
2317,2510.00,251,True,0.5017
2318,5460.00,546,True,0.5015
2319,8090.00,809,True,0.5013
2320,3880.00,388,True,0.5012
2321,3080.00,308,True,0.5011
2322,7600.00,760,True,0.5008
2323,2190.00,219,True,0.5008
2324,2020.00,202,True,0.5007
2325,2280.00,228,True,0.5006
2326,3950.00,395,True,0.5005
2327,3570.00,357,True,0.5004
2328,3290.00,329,True,0.5003
2329,3490.00,349,True,0.5002
2330,3030.00,303,True,0.5001
2331,2710.00,271,True,0.5000
2332,3990.00,399,True,0.4999
2333,2390.00,239,True,0.4998
2334,6960.00,696,True,0.4996
2335,2970.00,297,True,0.4995
2336,1860.00,186,True,0.4995
2337,4210.00,421,True,0.4994
2338,1700.00,170,True,0.4993
2339,4310.00,431,True,0.4992
2340,4340.00,434,True,0.4991
2341,5490.00,549,True,0.4989
2342,3930.00,393,True,0.4988
2343,2860.00,286,True,0.4987
2344,3460.00,346,True,0.4986
2345,3020.00,302,True,0.4985
2346,1960.00,196,True,0.4984
2347,1520.00,152,True,0.4984
2348,1760.00,176,True,0.4983
2349,8050.00,805,True,0.4981
2350,6360.00,636,True,0.4979
2351,1840.00,184,True,0.4979
2352,3530.00,353,True,0.4977
2353,3630.00,363,True,0.4976
2354,3700.00,370,True,0.4975
2355,4060.00,406,True,0.4974
2356,2390.00,239,True,0.4973
2357,1680.00,168,True,0.4973
2358,5480.00,548,True,0.4971
2359,6560.00,656,True,0.4969
2360,7450.00,745,True,0.4967
2361,11020.00,1102,True,0.4964
2362,6390.00,639,True,0.4962
2363,3370.00,337,True,0.4961
2364,4350.00,435,True,0.4960
2365,1900.00,190,True,0.4959
2366,4130.00,413,True,0.4958
2367,3830.00,383,True,0.4957
2368,3450.00,345,True,0.4956
2369,10670.00,1067,True,0.4952
2370,2400.00,240,True,0.4952
2371,3760.00,376,True,0.4951
2372,4380.00,438,True,0.4949
2373,3440.00,344,True,0.4948
2374,4890.00,489,True,0.4947
2375,2750.00,275,True,0.4946
2376,3740.00,374,True,0.4945
2377,1890.00,189,True,0.4944
2378,4850.00,485,True,0.4943
2379,3550.00,355,True,0.4942
2380,1980.00,198,True,0.4941
2381,3050.00,305,True,0.4940
2382,8180.00,818,True,0.4938
2383,4680.00,468,True,0.4937
2384,3120.00,312,True,0.4936
2385,10710.00,1071,True,0.4933
2386,5450.00,545,True,0.4931
2387,5560.00,556,True,0.4929
2388,2430.00,243,True,0.4929
2389,2270.00,227,True,0.4928
2390,7930.00,793,True,0.4926
2391,5630.00,563,True,0.4924
2392,2330.00,233,True,0.4923
2393,2630.00,263,True,0.4922
2394,3890.00,389,True,0.4921
2395,3520.00,352,True,0.4920
2396,3560.00,356,True,0.4919
2397,3080.00,308,True,0.4918
2398,8180.00,818,True,0.4916
2399,1900.00,190,True,0.4915
2400,2280.00,228,True,0.4915
2401,2290.00,229,True,0.4914
2402,2460.00,246,True,0.4913
2403,3280.00,328,True,0.4912
2404,2390.00,239,True,0.4912
2405,4720.00,472,True,0.4910
2406,5670.00,567,True,0.4909
2407,5080.00,508,True,0.4907
2408,3190.00,319,True,0.4906
2409,2720.00,272,True,0.4905
2410,7560.00,756,True,0.4903
2411,2880.00,288,True,0.4902
2412,4100.00,410,True,0.4901
2413,12620.00,1262,True,0.4897
2414,3700.00,370,True,0.4896
2415,4150.00,415,True,0.4895
2416,2890.00,289,True,0.4894
2417,7360.00,736,True,0.4892
2418,5610.00,561,True,0.4890
2419,2950.00,295,True,0.4890
2420,2990.00,299,True,0.4889
2421,6240.00,624,True,0.4887
2422,4850.00,485,True,0.4885
2423,3330.00,333,True,0.4884
2424,1900.00,190,True,0.4884
2425,2060.00,206,True,0.4883
2426,4330.00,433,True,0.4882
2427,2120.00,212,True,0.4881
2428,3960.00,396,True,0.4880
2429,1920.00,192,True,0.4880
2430,3490.00,349,True,0.4879
2431,1960.00,196,True,0.4878
2432,1770.00,177,True,0.4878
2433,3530.00,353,True,0.4877
2434,3070.00,307,True,0.4876
2435,1560.00,156,True,0.4875
2436,3770.00,377,True,0.4874
2437,2120.00,212,True,0.4873
2438,7310.00,731,True,0.4871
2439,8610.00,861,True,0.4869
2440,5570.00,557,True,0.4867
2441,4710.00,471,True,0.4866
2442,3170.00,317,True,0.4865
2443,3830.00,383,True,0.4864
2444,3190.00,319,True,0.4863
2445,3700.00,370,True,0.4862
2446,11330.00,1133,True,0.4858
2447,5040.00,504,True,0.4857
2448,2520.00,252,True,0.4856
2449,1680.00,168,True,0.4856
2450,3010.00,301,True,0.4855
2451,5260.00,526,True,0.4853
2452,1970.00,197,True,0.4853
2453,3800.00,380,True,0.4852
2454,5540.00,554,True,0.4850
2455,3750.00,375,True,0.4849
2456,6190.00,619,True,0.4847
2457,1570.00,157,True,0.4847
2458,3820.00,382,True,0.4846
2459,4920.00,492,True,0.4844
2460,1910.00,191,True,0.4844
2461,2650.00,265,True,0.4843
2462,1890.00,189,True,0.4842
2463,5500.00,550,True,0.4841
2464,1850.00,185,True,0.4840
2465,4270.00,427,True,0.4839
2466,2930.00,293,True,0.4838
2467,1950.00,195,True,0.4838
2468,2810.00,281,True,0.4837
2469,3600.00,360,True,0.4836
2470,3410.00,341,True,0.4835
2471,5450.00,545,True,0.4833
2472,3750.00,375,True,0.4832
2473,2120.00,212,True,0.4831
2474,2520.00,252,True,0.4831
2475,2990.00,299,True,0.4830
2476,6570.00,657,True,0.4828
2477,3650.00,365,True,0.4827
2478,3780.00,378,True,0.4826
2479,4450.00,445,True,0.4825
2480,3030.00,303,True,0.4824
2481,3270.00,327,True,0.4823
2482,2100.00,210,True,0.4822
2483,8400.00,840,True,0.4820
2484,2070.00,207,True,0.4819
2485,3040.00,304,True,0.4818
2486,2860.00,286,True,0.4817
2487,2340.00,234,True,0.4817
2488,2330.00,233,True,0.4816
2489,4900.00,490,True,0.4815
2490,6190.00,619,True,0.4813
2491,4810.00,481,True,0.4812
2492,6570.00,657,True,0.4810
2493,1660.00,166,True,0.4809
2494,7480.00,748,True,0.4807
2495,4000.00,400,True,0.4806
2496,4410.00,441,True,0.4805
2497,1760.00,176,True,0.4804
2498,5160.00,516,True,0.4803
2499,4480.00,448,True,0.4801
2500,2380.00,238,True,0.4801
2501,6670.00,667,True,0.4799
2502,8080.00,808,True,0.4796
2503,2010.00,201,True,0.4796
2504,4760.00,476,True,0.4794
2505,6270.00,627,True,0.4793
2506,17120.00,1712,True,0.4788
2507,2860.00,286,True,0.4787
2508,7130.00,713,True,0.4785
2509,2430.00,243,True,0.4784
2510,3010.00,301,True,0.4783
2511,5240.00,524,True,0.4782
2512,3990.00,399,True,0.4781
2513,4060.00,406,True,0.4780
2514,4660.00,466,True,0.4778
2515,6450.00,645,True,0.4776
2516,4400.00,440,True,0.4775
2517,1620.00,162,True,0.4775
2518,1980.00,198,True,0.4774
2519,1700.00,170,True,0.4774
2520,4020.00,402,True,0.4773
2521,2890.00,289,True,0.4772
2522,5700.00,570,True,0.4770
2523,5710.00,571,True,0.4768
2524,10110.00,1011,True,0.4766
2525,6110.00,611,True,0.4764
2526,11680.00,1168,True,0.4761
2527,2620.00,262,True,0.4760
2528,4420.00,442,True,0.4759
2529,2130.00,213,True,0.4758
2530,2990.00,299,True,0.4757
2531,3160.00,316,True,0.4756
2532,1840.00,184,True,0.4756
2533,5060.00,506,True,0.4754
2534,3650.00,365,True,0.4753
2535,2680.00,268,True,0.4752
2536,5710.00,571,True,0.4751
2537,2180.00,218,True,0.4750
2538,4280.00,428,True,0.4749
2539,13420.00,1342,True,0.4745
2540,4250.00,425,True,0.4744
2541,3200.00,320,True,0.4743
2542,6050.00,605,True,0.4741
2543,2730.00,273,True,0.4741
2544,4020.00,402,True,0.4739
2545,1630.00,163,True,0.4739
2546,2000.00,200,True,0.4738
2547,9800.00,980,True,0.4736
2548,4620.00,462,True,0.4734
2549,2290.00,229,True,0.4734
2550,5040.00,504,True,0.4732
2551,1850.00,185,True,0.4732
2552,2670.00,267,True,0.4731
2553,6010.00,601,True,0.4729
2554,2270.00,227,True,0.4729
2555,3660.00,366,True,0.4728
2556,8310.00,831,True,0.4725
2557,1930.00,193,True,0.4725
2558,1860.00,186,True,0.4724
2559,3430.00,343,True,0.4723
2560,3410.00,341,True,0.4722
2561,2770.00,277,True,0.4722
2562,4000.00,400,True,0.4720
2563,4080.00,408,True,0.4719
2564,7020.00,702,True,0.4717
2565,4810.00,481,True,0.4716
2566,2530.00,253,True,0.4715
2567,4790.00,479,True,0.4714
2568,3210.00,321,True,0.4713
2569,4090.00,409,True,0.4712
2570,4180.00,418,True,0.4711
2571,2790.00,279,True,0.4710
2572,3140.00,314,True,0.4709
2573,3930.00,393,True,0.4708
2574,1980.00,198,True,0.4707
2575,1890.00,189,True,0.4707
2576,3430.00,343,True,0.4706
2577,5240.00,524,True,0.4704
2578,4460.00,446,True,0.4703
2579,7320.00,732,True,0.4701
2580,5570.00,557,True,0.4699
2581,3940.00,394,True,0.4698
2582,2070.00,207,True,0.4698
2583,3630.00,363,True,0.4697
2584,6710.00,671,True,0.4695
2585,5300.00,530,True,0.4693
2586,2380.00,238,True,0.4693
2587,5860.00,586,True,0.4691
2588,3150.00,315,True,0.4690
2589,5410.00,541,True,0.4689
2590,5470.00,547,True,0.4687
2591,12520.00,1252,True,0.4684
2592,2150.00,215,True,0.4683
2593,1880.00,188,True,0.4683
2594,3180.00,318,True,0.4682
2595,2910.00,291,True,0.4681
2596,3670.00,367,True,0.4680
2597,4470.00,447,True,0.4679
2598,4170.00,417,True,0.4677
2599,1750.00,175,True,0.4677
2600,3010.00,301,True,0.4676
2601,5780.00,578,True,0.4675
2602,2150.00,215,True,0.4674
2603,4130.00,413,True,0.4673
2604,4290.00,429,True,0.4672
2605,2770.00,277,True,0.4671
2606,5490.00,549,True,0.4669
2607,3600.00,360,True,0.4668
2608,4350.00,435,True,0.4667
2609,7870.00,787,True,0.4665
2610,2060.00,206,True,0.4664
2611,2020.00,202,True,0.4664
2612,4450.00,445,True,0.4663
2613,10500.00,1050,True,0.4660
2614,3110.00,311,True,0.4659
2615,11690.00,1169,True,0.4656
2616,2520.00,252,True,0.4655
2617,2950.00,295,True,0.4654
2618,3990.00,399,True,0.4653
2619,2790.00,279,True,0.4652
2620,4500.00,450,True,0.4651
2621,8500.00,850,True,0.4649
2622,3820.00,382,True,0.4647
2623,4610.00,461,True,0.4646
2624,4520.00,452,True,0.4645
2625,2960.00,296,True,0.4644
2626,3140.00,314,True,0.4643
2627,3360.00,336,True,0.4642
2628,9350.00,935,True,0.4640
2629,6460.00,646,True,0.4638
2630,3900.00,390,True,0.4637
2631,2620.00,262,True,0.4636
2632,5390.00,539,True,0.4635
2633,2580.00,258,True,0.4634
2634,2850.00,285,True,0.4633
2635,1790.00,179,True,0.4633
2636,4010.00,401,True,0.4632
2637,3320.00,332,True,0.4631
2638,3600.00,360,True,0.4630
2639,4930.00,493,True,0.4628
2640,3450.00,345,True,0.4627
2641,6320.00,632,True,0.4626
2642,4100.00,410,True,0.4625
2643,8150.00,815,True,0.4622
2644,4190.00,419,True,0.4621
2645,4170.00,417,True,0.4620
2646,1870.00,187,True,0.4619
2647,6020.00,602,True,0.4618
2648,1990.00,199,True,0.4617
2649,3360.00,336,True,0.4616
2650,4460.00,446,True,0.4615
2651,1670.00,167,True,0.4615
2652,3500.00,350,True,0.4614
2653,2400.00,240,True,0.4613
2654,3720.00,372,True,0.4612
2655,2660.00,266,True,0.4611
2656,5620.00,562,True,0.4610
2657,6380.00,638,True,0.4608
2658,2710.00,271,True,0.4607
2659,4470.00,447,True,0.4606
2660,1650.00,165,True,0.4606
2661,3390.00,339,True,0.4605
2662,3520.00,352,True,0.4604
2663,4100.00,410,True,0.4603
2664,2330.00,233,True,0.4602
2665,4600.00,460,True,0.4601
2666,4370.00,437,True,0.4599
2667,2150.00,215,True,0.4599
2668,3220.00,322,True,0.4598
2669,5440.00,544,True,0.4597
2670,3320.00,332,True,0.4596
2671,3390.00,339,True,0.4595
2672,10110.00,1011,True,0.4592
2673,3660.00,366,True,0.4591
2674,8100.00,810,True,0.4589
